film_id,title,release_year,rating
687,POCUS PULP,2006,NC-17
688,POLISH BROOKLYN,2006,PG
689,POLLOCK DELIVERANCE,2006,PG
690,POND SEATTLE,2006,PG-13
691,POSEIDON FOREVER,2006,PG-13
692,POTLUCK MIXED,2006,G
693,POTTER CONNECTICUT,2006,PG
694,PREJUDICE OLEANDER,2006,PG-13
695,PRESIDENT BANG,2006,PG
696,PRIDE ALAMO,2006,NC-17
697,PRIMARY GLASS,2006,G
698,PRINCESS GIANT,2006,NC-17
699,PRIVATE DROP,2006,PG
700,PRIX UNDEFEATED,2006,R
701,PSYCHO SHRUNK,2006,PG-13
702,PULP BEVERLY,2006,G
703,PUNK DIVORCE,2006,PG
704,PURE RUNNER,2006,NC-17
705,PURPLE MOVIE,2006,R
706,QUEEN LUKE,2006,PG
707,QUEST MUSSOLINI,2006,R
708,QUILLS BULL,2006,R
709,RACER EGG,2006,NC-17
710,RAGE GAMES,2006,R
711,RAGING AIRPLANE,2006,R
712,RAIDERS ANTITRUST,2006,PG-13
713,RAINBOW SHOCK,2006,PG
714,RANDOM GO,2006,NC-17
715,RANGE MOONWALKER,2006,PG
716,REAP UNFAITHFUL,2006,PG-13
717,REAR TRADING,2006,NC-17
718,REBEL AIRPORT,2006,G
719,RECORDS ZORRO,2006,PG
720,REDEMPTION COMFORTS,2006,NC-17
721,REDS POCUS,2006,PG-13
722,REEF SALUTE,2006,NC-17
723,REIGN GENTLEMEN,2006,PG-13
724,REMEMBER DIARY,2006,R
725,REQUIEM TYCOON,2006,R
726,RESERVOIR ADAPTATION,2006,PG-13
727,RESURRECTION SILVERADO,2006,PG
728,REUNION WITCHES,2006,R
729,RIDER CADDYSHACK,2006,PG
730,RIDGEMONT SUBMARINE,2006,PG-13
731,RIGHT CRANES,2006,PG-13
732,RINGS HEARTBREAKERS,2006,G
733,RIVER OUTLAW,2006,PG-13
734,ROAD ROXANNE,2006,R
735,ROBBERS JOON,2006,PG-13
736,ROBBERY BRIGHT,2006,R
737,ROCK INSTINCT,2006,G
738,ROCKETEER MOTHER,2006,PG-13
739,ROCKY WAR,2006,PG-13
740,ROLLERCOASTER BRINGING,2006,PG-13
741,ROMAN PUNK,2006,NC-17
742,ROOF CHAMPION,2006,R
743,ROOM ROMAN,2006,PG
744,ROOTS REMEMBER,2006,PG-13
745,ROSES TREASURE,2006,PG-13
746,ROUGE SQUAD,2006,NC-17
747,ROXANNE REBEL,2006,R
748,RUGRATS SHAKESPEARE,2006,PG-13
749,RULES HUMAN,2006,R
750,RUN PACIFIC,2006,R
751,RUNAWAY TENENBAUMS,2006,NC-17
752,RUNNER MADIGAN,2006,NC-17
753,RUSH GOODFELLAS,2006,PG
754,RUSHMORE MERMAID,2006,PG-13
755,SABRINA MIDNIGHT,2006,PG
756,SADDLE ANTITRUST,2006,PG-13
757,SAGEBRUSH CLUELESS,2006,G
758,SAINTS BRIDE,2006,G
759,SALUTE APOLLO,2006,R
760,SAMURAI LION,2006,G
761,SANTA PARIS,2006,PG
762,SASSY PACKER,2006,G
763,SATISFACTION CONFIDENTIAL,2006,G
764,SATURDAY LAMBS,2006,G
765,SATURN NAME,2006,R
766,SAVANNAH TOWN,2006,PG-13
767,SCALAWAG DUCK,2006,NC-17
768,SCARFACE BANG,2006,PG-13
769,SCHOOL JACKET,2006,PG-13
770,SCISSORHANDS SLUMS,2006,G
771,SCORPION APOLLO,2006,NC-17
772,SEA VIRGIN,2006,PG
773,SEABISCUIT PUNK,2006,NC-17
774,SEARCHERS WAIT,2006,NC-17
775,SEATTLE EXPECATIONS,2006,PG-13
776,SECRET GROUNDHOG,2006,PG
777,SECRETARY ROUGE,2006,PG
778,SECRETS PARADISE,2006,G
779,SENSE GREEK,2006,R
780,SENSIBILITY REAR,2006,PG
781,SEVEN SWARM,2006,R
782,SHAKESPEARE SADDLE,2006,PG-13
783,SHANE DARKNESS,2006,PG
784,SHANGHAI TYCOON,2006,PG
785,SHAWSHANK BUBBLE,2006,PG
786,SHEPHERD MIDSUMMER,2006,R
787,SHINING ROSES,2006,G
788,SHIP WONDERLAND,2006,R
789,SHOCK CABIN,2006,PG-13
790,SHOOTIST SUPERFLY,2006,PG-13
791,SHOW LORD,2006,PG-13
792,SHREK LICENSE,2006,PG-13
793,SHRUNK DIVINE,2006,R
794,SIDE ARK,2006,G
795,SIEGE MADRE,2006,R
796,SIERRA DIVIDE,2006,NC-17
797,SILENCE KANE,2006,R
798,SILVERADO GOLDFINGER,2006,PG
799,SIMON NORTH,2006,NC-17
800,SINNERS ATLANTIS,2006,PG-13
801,SISTER FREDDY,2006,PG-13
802,SKY MIRACLE,2006,PG
803,SLACKER LIAISONS,2006,R
804,SLEEPING SUSPECTS,2006,PG-13
805,SLEEPLESS MONSOON,2006,G
806,SLEEPY JAPANESE,2006,PG
807,SLEUTH ORIENT,2006,NC-17
808,SLING LUKE,2006,R
809,SLIPPER FIDELITY,2006,PG-13
810,SLUMS DUCK,2006,PG
811,SMILE EARRING,2006,G
812,SMOKING BARBARELLA,2006,PG-13
813,SMOOCHY CONTROL,2006,R
814,SNATCH SLIPPER,2006,PG
815,SNATCHERS MONTEZUMA,2006,PG-13
816,SNOWMAN ROLLERCOASTER,2006,G
817,SOLDIERS EVOLUTION,2006,R
818,SOMETHING DUCK,2006,NC-17
819,SONG HEDWIG,2006,PG-13
820,SONS INTERVIEW,2006,NC-17
821,SORORITY QUEEN,2006,NC-17
822,SOUP WISDOM,2006,R
823,SOUTH WAIT,2006,R
824,SPARTACUS CHEAPER,2006,NC-17
825,SPEAKEASY DATE,2006,PG-13
826,SPEED SUIT,2006,PG-13
827,SPICE SORORITY,2006,NC-17
828,SPIKING ELEMENT,2006,G
829,SPINAL ROCKY,2006,PG-13
830,SPIRIT FLINTSTONES,2006,R
831,SPIRITED CASUALTIES,2006,PG-13
832,SPLASH GUMP,2006,PG
833,SPLENDOR PATTON,2006,R
834,SPOILERS HELLFIGHTERS,2006,G
835,SPY MILE,2006,PG-13
836,SQUAD FISH,2006,PG
837,STAGE WORLD,2006,PG
838,STAGECOACH ARMAGEDDON,2006,R
839,STALLION SUNDANCE,2006,PG-13
840,STAMPEDE DISTURBING,2006,R
841,STAR OPERATION,2006,PG
842,STATE WASTELAND,2006,NC-17
843,STEEL SANTA,2006,NC-17
844,STEERS ARMAGEDDON,2006,PG
845,STEPMOM DREAM,2006,NC-17
846,STING PERSONAL,2006,NC-17
847,STOCK GLASS,2006,PG
848,STONE FIRE,2006,G
849,STORM HAPPINESS,2006,NC-17
850,STORY SIDE,2006,R
851,STRAIGHT HOURS,2006,R
852,STRANGELOVE DESIRE,2006,NC-17
853,STRANGER STRANGERS,2006,G
854,STRANGERS GRAFFITI,2006,R
855,STREAK RIDGEMONT,2006,PG-13
856,STREETCAR INTENTIONS,2006,R
857,STRICTLY SCARFACE,2006,PG-13
858,SUBMARINE BED,2006,R
859,SUGAR WONKA,2006,PG
860,SUICIDES SILENCE,2006,G
861,SUIT WALLS,2006,R
862,SUMMER SCARFACE,2006,G
863,SUN CONFESSIONS,2006,R
864,SUNDANCE INVASION,2006,NC-17
865,SUNRISE LEAGUE,2006,PG-13
866,SUNSET RACER,2006,NC-17
867,SUPER WYOMING,2006,PG
868,SUPERFLY TRIP,2006,PG
869,SUSPECTS QUILLS,2006,PG
870,SWARM GOLD,2006,PG-13
871,SWEDEN SHINING,2006,PG
872,SWEET BROTHERHOOD,2006,R
873,SWEETHEARTS SUSPECTS,2006,G
874,TADPOLE PARK,2006,PG
875,TALENTED HOMICIDE,2006,PG
876,TARZAN VIDEOTAPE,2006,PG-13
877,TAXI KICK,2006,PG-13
878,TEEN APOLLO,2006,G
879,TELEGRAPH VOYAGE,2006,PG
880,TELEMARK HEARTBREAKERS,2006,PG-13
881,TEMPLE ATTRACTION,2006,PG
882,TENENBAUMS COMMAND,2006,PG-13
883,TEQUILA PAST,2006,PG
884,TERMINATOR CLUB,2006,R
885,TEXAS WATCH,2006,NC-17
886,THEORY MERMAID,2006,PG-13
887,THIEF PELICAN,2006,PG-13
888,THIN SAGEBRUSH,2006,PG-13
889,TIES HUNGER,2006,R
890,TIGHTS DAWN,2006,R
891,TIMBERLAND SKY,2006,G
892,TITANIC BOONDOCK,2006,R
893,TITANS JERK,2006,PG
894,TOMATOES HELLFIGHTERS,2006,PG
895,TOMORROW HUSTLER,2006,R
896,TOOTSIE PILOT,2006,PG
897,TORQUE BOUND,2006,G
898,TOURIST PELICAN,2006,PG-13
899,TOWERS HURRICANE,2006,NC-17
900,TOWN ARK,2006,R
901,TRACY CIDER,2006,G
902,TRADING PINOCCHIO,2006,PG
903,TRAFFIC HOBBIT,2006,G
904,TRAIN BUNCH,2006,R
905,TRAINSPOTTING STRANGERS,2006,PG-13
906,TRAMP OTHERS,2006,PG
907,TRANSLATION SUMMER,2006,PG-13
908,TRAP GUYS,2006,G
909,TREASURE COMMAND,2006,PG-13
910,TREATMENT JEKYLL,2006,PG
911,TRIP NEWTON,2006,PG-13
912,TROJAN TOMORROW,2006,PG
913,TROOPERS METAL,2006,R
914,TROUBLE DATE,2006,PG
915,TRUMAN CRAZY,2006,G
916,TURN STAR,2006,G
917,TUXEDO MILE,2006,R
918,TWISTED PIRATES,2006,PG
919,TYCOON GATHERING,2006,G
920,UNBREAKABLE KARATE,2006,G
921,UNCUT SUICIDES,2006,PG-13
922,UNDEFEATED DALMATIONS,2006,PG-13
923,UNFAITHFUL KILL,2006,R
924,UNFORGIVEN ZOOLANDER,2006,PG
925,UNITED PILOT,2006,R
926,UNTOUCHABLES SUNRISE,2006,NC-17
927,UPRISING UPTOWN,2006,NC-17
928,UPTOWN YOUNG,2006,PG
929,USUAL UNTOUCHABLES,2006,PG-13
930,VACATION BOONDOCK,2006,R
931,VALENTINE VANISHING,2006,PG-13
932,VALLEY PACKER,2006,G
933,VAMPIRE WHALE,2006,NC-17
934,VANILLA DAY,2006,NC-17
935,VANISHED GARDEN,2006,R
936,VANISHING ROCKY,2006,NC-17
937,VARSITY TRIP,2006,NC-17
938,VELVET TERMINATOR,2006,R
939,VERTIGO NORTHWEST,2006,R
940,VICTORY ACADEMY,2006,PG-13
941,VIDEOTAPE ARSENIC,2006,NC-17
942,VIETNAM SMOOCHY,2006,PG-13
943,VILLAIN DESPERATE,2006,PG-13
944,VIRGIN DAISY,2006,PG-13
945,VIRGINIAN PLUTO,2006,R
946,VIRTUAL SPOILERS,2006,NC-17
947,VISION TORQUE,2006,PG-13
948,VOICE PEACH,2006,PG-13
949,VOLCANO TEXAS,2006,NC-17
950,VOLUME HOUSE,2006,PG
951,VOYAGE LEGALLY,2006,PG-13
952,WAGON JAWS,2006,PG
953,WAIT CIDER,2006,PG-13
954,WAKE JAWS,2006,G
955,WALLS ARTIST,2006,PG
956,WANDA CHAMBER,2006,PG-13
957,WAR NOTTING,2006,G
958,WARDROBE PHANTOM,2006,G
959,WARLOCK WEREWOLF,2006,G
960,WARS PLUTO,2006,G
961,WASH HEAVENLY,2006,R
962,WASTELAND DIVINE,2006,PG
963,WATCH TRACY,2006,PG
964,WATERFRONT DELIVERANCE,2006,G
965,WATERSHIP FRONTIER,2006,G
966,WEDDING APOLLO,2006,PG
967,WEEKEND PERSONAL,2006,R
968,WEREWOLF LOLA,2006,G
969,WEST LION,2006,G
970,WESTWARD SEABISCUIT,2006,NC-17
971,WHALE BIKINI,2006,PG-13
972,WHISPERER GIANT,2006,PG-13
973,WIFE TURN,2006,NC-17
974,WILD APOLLO,2006,R
975,WILLOW TRACY,2006,R
976,WIND PHANTOM,2006,R
977,WINDOW SIDE,2006,R
978,WISDOM WORKER,2006,R
979,WITCHES PANIC,2006,NC-17
980,WIZARD COLDBLOODED,2006,PG
981,WOLVES DESIRE,2006,NC-17
982,WOMEN DORADO,2006,R
983,WON DARES,2006,PG
984,WONDERFUL DROP,2006,NC-17
985,WONDERLAND CHRISTMAS,2006,PG
986,WONKA SEA,2006,NC-17
987,WORDS HUNTER,2006,PG
988,WORKER TARZAN,2006,R
989,WORKING MICROCOSMOS,2006,R
990,WORLD LEATHERNECKS,2006,PG-13
991,WORST BANGER,2006,PG
992,WRATH MILE,2006,NC-17
993,WRONG BEHAVIOR,2006,PG-13
994,WYOMING STORM,2006,PG-13
995,YENTL IDAHO,2006,R
996,YOUNG LANGUAGE,2006,G
997,YOUTH KICK,2006,NC-17
998,ZHIVAGO CORE,2006,NC-17
999,ZOOLANDER FICTION,2006,R
1000,ZORRO ARK,2006,NC-17
