payment_id,customer_id,staff_id,film_id,store_id,amount,amount,payment_id
2447.0,90.0,2.0,707.0,1.0,3.99,,
2448.0,90.0,2.0,532.0,2.0,5.99,,
2449.0,90.0,2.0,157.0,2.0,1.99,,
2450.0,90.0,1.0,55.0,1.0,5.99,,
2451.0,90.0,1.0,20.0,1.0,6.99,,
2452.0,90.0,1.0,378.0,1.0,2.99,,
2453.0,90.0,1.0,401.0,1.0,0.99,,
2454.0,90.0,2.0,893.0,1.0,9.99,,
2455.0,90.0,2.0,514.0,2.0,2.99,,
2456.0,90.0,2.0,979.0,1.0,7.99,,
2457.0,90.0,1.0,624.0,2.0,4.99,,
2458.0,90.0,1.0,78.0,1.0,4.99,,
2459.0,90.0,2.0,244.0,2.0,4.99,,
2460.0,90.0,1.0,406.0,1.0,0.99,,
2461.0,90.0,2.0,562.0,1.0,0.99,,
2462.0,90.0,1.0,140.0,1.0,2.99,,
2463.0,90.0,1.0,886.0,1.0,4.99,,
2464.0,90.0,1.0,730.0,2.0,1.99,,
2465.0,90.0,1.0,74.0,1.0,4.99,,
2466.0,90.0,2.0,753.0,2.0,0.99,,
2467.0,90.0,2.0,18.0,2.0,0.99,,
2468.0,90.0,1.0,979.0,2.0,7.99,,
2469.0,91.0,2.0,306.0,1.0,5.99,,
2470.0,91.0,1.0,347.0,1.0,4.99,,
2471.0,91.0,1.0,282.0,2.0,3.99,,
2472.0,91.0,1.0,114.0,2.0,0.99,,
2473.0,91.0,2.0,90.0,2.0,2.99,,
2474.0,91.0,2.0,228.0,1.0,0.99,,
2475.0,91.0,2.0,793.0,1.0,2.99,,
2476.0,91.0,1.0,818.0,2.0,4.99,,
2477.0,91.0,1.0,133.0,1.0,4.99,,
2478.0,91.0,1.0,613.0,1.0,4.99,,
2479.0,91.0,2.0,31.0,2.0,4.99,,
2480.0,91.0,2.0,577.0,1.0,1.99,,
2481.0,91.0,2.0,523.0,1.0,0.99,,
2482.0,91.0,1.0,869.0,1.0,4.99,,
2483.0,91.0,1.0,609.0,2.0,2.99,,
2484.0,91.0,2.0,638.0,2.0,2.99,,
2485.0,91.0,2.0,631.0,1.0,0.99,,
2486.0,91.0,2.0,18.0,1.0,0.99,,
2487.0,91.0,1.0,552.0,2.0,4.99,,
2488.0,91.0,1.0,600.0,2.0,0.99,,
2489.0,91.0,2.0,766.0,1.0,0.99,,
2490.0,91.0,2.0,505.0,2.0,2.99,,
2491.0,91.0,2.0,276.0,1.0,4.99,,
2492.0,91.0,2.0,568.0,2.0,4.99,,
2493.0,91.0,2.0,981.0,1.0,0.99,,
2494.0,91.0,1.0,85.0,2.0,0.99,,
2495.0,91.0,2.0,361.0,2.0,4.99,,
2496.0,91.0,2.0,457.0,2.0,4.99,,
2497.0,91.0,1.0,833.0,2.0,0.99,,
2498.0,91.0,2.0,735.0,1.0,2.99,,
2499.0,91.0,1.0,367.0,2.0,1.99,,
2500.0,91.0,1.0,737.0,2.0,4.99,,
2501.0,91.0,1.0,796.0,2.0,1.99,,
2502.0,91.0,2.0,666.0,2.0,4.99,,
2503.0,91.0,1.0,102.0,2.0,4.99,,
2504.0,92.0,1.0,521.0,1.0,5.99,,
2505.0,92.0,1.0,370.0,1.0,4.99,,
2506.0,92.0,2.0,95.0,1.0,4.99,,
2507.0,92.0,1.0,26.0,2.0,0.99,,
2508.0,92.0,1.0,336.0,1.0,8.99,,
2509.0,92.0,2.0,313.0,1.0,8.99,,
2510.0,92.0,2.0,720.0,2.0,7.99,,
2511.0,92.0,1.0,393.0,1.0,2.99,,
2512.0,92.0,2.0,244.0,2.0,4.99,,
2513.0,92.0,2.0,977.0,2.0,5.99,,
2514.0,92.0,2.0,653.0,1.0,7.99,,
2515.0,92.0,1.0,920.0,2.0,6.99,,
2516.0,92.0,2.0,35.0,2.0,2.99,,
2517.0,92.0,1.0,862.0,2.0,0.99,,
2518.0,92.0,2.0,876.0,1.0,6.99,,
2519.0,92.0,1.0,845.0,1.0,4.99,,
2520.0,92.0,1.0,64.0,2.0,1.99,,
2521.0,92.0,1.0,771.0,2.0,4.99,,
2522.0,92.0,1.0,878.0,2.0,4.99,,
2523.0,92.0,1.0,127.0,2.0,4.99,,
2524.0,92.0,2.0,986.0,2.0,4.99,,
2525.0,92.0,2.0,572.0,2.0,2.99,,
2526.0,92.0,1.0,265.0,1.0,4.99,,
2527.0,92.0,2.0,982.0,2.0,5.99,,
2528.0,92.0,1.0,849.0,1.0,0.99,,
2529.0,92.0,1.0,514.0,1.0,2.99,,
2530.0,92.0,1.0,1.0,2.0,0.99,,
2531.0,92.0,2.0,843.0,2.0,4.99,,
2532.0,93.0,2.0,649.0,2.0,2.99,,
2533.0,93.0,2.0,135.0,1.0,6.99,,
2534.0,93.0,1.0,353.0,2.0,4.99,,
2535.0,93.0,2.0,406.0,2.0,4.99,,
2536.0,93.0,1.0,218.0,1.0,0.99,,
2537.0,93.0,1.0,482.0,1.0,2.99,,
2538.0,93.0,2.0,719.0,1.0,4.99,,
2539.0,93.0,2.0,7.0,2.0,4.99,,
2540.0,93.0,1.0,845.0,1.0,4.99,,
2541.0,93.0,1.0,738.0,2.0,2.99,,
2542.0,93.0,1.0,358.0,1.0,0.99,,
2543.0,93.0,2.0,941.0,2.0,5.99,,
2544.0,93.0,1.0,10.0,2.0,4.99,,
2545.0,93.0,1.0,697.0,2.0,2.99,,
2546.0,93.0,2.0,158.0,2.0,2.99,,
2547.0,93.0,1.0,867.0,1.0,8.99,,
2548.0,93.0,1.0,255.0,2.0,4.99,,
2549.0,93.0,1.0,816.0,1.0,0.99,,
2550.0,93.0,2.0,652.0,1.0,4.99,,
2551.0,93.0,2.0,35.0,1.0,5.99,,
2552.0,93.0,2.0,536.0,2.0,2.99,,
2553.0,93.0,1.0,622.0,2.0,0.99,,
2554.0,93.0,2.0,850.0,2.0,1.99,,
2555.0,94.0,1.0,440.0,2.0,2.99,,
2556.0,94.0,2.0,334.0,1.0,4.99,,
2557.0,94.0,2.0,700.0,2.0,2.99,,
2558.0,94.0,1.0,329.0,2.0,4.99,,
2559.0,94.0,2.0,247.0,1.0,3.99,,
2560.0,94.0,2.0,698.0,1.0,4.99,,
2561.0,94.0,1.0,471.0,1.0,2.99,,
2562.0,94.0,2.0,718.0,2.0,0.99,,
2563.0,94.0,1.0,777.0,2.0,8.99,,
2564.0,94.0,2.0,456.0,1.0,4.99,,
2565.0,94.0,2.0,331.0,1.0,4.99,,
2566.0,94.0,2.0,901.0,2.0,2.99,,
2567.0,94.0,2.0,727.0,2.0,0.99,,
2568.0,94.0,1.0,323.0,2.0,4.99,,
2569.0,94.0,1.0,942.0,1.0,2.99,,
2570.0,94.0,1.0,114.0,1.0,5.99,,
2571.0,94.0,2.0,82.0,1.0,1.99,,
2572.0,94.0,1.0,827.0,1.0,4.99,,
2573.0,94.0,1.0,153.0,1.0,0.99,,
2574.0,94.0,1.0,164.0,1.0,0.99,,
2575.0,94.0,1.0,804.0,1.0,4.99,,
2576.0,95.0,1.0,771.0,2.0,4.99,,
2577.0,95.0,2.0,581.0,1.0,2.99,,
2578.0,95.0,2.0,534.0,2.0,1.99,,
2579.0,95.0,2.0,437.0,2.0,2.99,,
2580.0,95.0,2.0,663.0,1.0,0.99,,
2581.0,95.0,1.0,652.0,1.0,1.99,,
2582.0,95.0,2.0,460.0,1.0,4.99,,
2583.0,95.0,1.0,549.0,1.0,5.99,,
2584.0,95.0,2.0,58.0,2.0,5.99,,
2585.0,95.0,1.0,385.0,2.0,4.99,,
2586.0,95.0,1.0,796.0,2.0,6.99,,
2587.0,95.0,1.0,159.0,1.0,6.99,,
2588.0,95.0,1.0,964.0,2.0,4.99,,
2589.0,95.0,1.0,864.0,1.0,0.99,,
2590.0,95.0,2.0,586.0,2.0,0.99,,
2591.0,95.0,2.0,500.0,1.0,5.99,,
2592.0,95.0,2.0,933.0,1.0,7.99,,
2593.0,95.0,2.0,803.0,1.0,4.99,,
2594.0,96.0,1.0,482.0,1.0,3.99,,
2595.0,96.0,2.0,791.0,2.0,7.99,,
2596.0,96.0,2.0,718.0,2.0,0.99,,
2597.0,96.0,1.0,344.0,1.0,0.99,,
2598.0,96.0,2.0,575.0,2.0,5.99,,
2599.0,96.0,1.0,687.0,2.0,0.99,,
2600.0,96.0,2.0,753.0,2.0,0.99,,
2601.0,96.0,1.0,649.0,1.0,2.99,,
2602.0,96.0,2.0,630.0,2.0,2.99,,
2603.0,96.0,1.0,803.0,1.0,4.99,,
2604.0,96.0,1.0,249.0,2.0,0.99,,
2605.0,96.0,1.0,952.0,1.0,4.99,,
2606.0,96.0,1.0,25.0,2.0,2.99,,
2607.0,96.0,2.0,944.0,2.0,4.99,,
2608.0,96.0,1.0,459.0,2.0,6.99,,
2609.0,96.0,2.0,478.0,1.0,3.99,,
2610.0,96.0,1.0,98.0,1.0,4.99,,
2611.0,96.0,1.0,605.0,2.0,3.99,,
2612.0,96.0,2.0,668.0,2.0,4.99,,
2613.0,96.0,2.0,654.0,2.0,4.99,,
2614.0,96.0,1.0,782.0,2.0,3.99,,
2615.0,96.0,1.0,93.0,2.0,4.99,,
2616.0,96.0,2.0,512.0,2.0,4.99,,
2617.0,96.0,1.0,747.0,1.0,0.99,,
2618.0,96.0,1.0,353.0,2.0,4.99,,
2619.0,96.0,1.0,476.0,2.0,3.99,,
2620.0,96.0,2.0,8.0,2.0,4.99,,
2621.0,97.0,2.0,529.0,1.0,2.99,,
2622.0,97.0,2.0,45.0,1.0,4.99,,
2623.0,97.0,1.0,677.0,2.0,0.99,,
2624.0,97.0,1.0,286.0,1.0,2.99,,
2625.0,97.0,2.0,130.0,2.0,0.99,,
2626.0,97.0,2.0,141.0,2.0,4.99,,
2627.0,97.0,2.0,846.0,2.0,4.99,,
2628.0,97.0,1.0,870.0,2.0,4.99,,
2629.0,97.0,2.0,670.0,1.0,4.99,,
2630.0,97.0,1.0,270.0,2.0,0.99,,
2631.0,97.0,1.0,981.0,2.0,0.99,,
2632.0,97.0,2.0,705.0,1.0,5.99,,
2633.0,97.0,2.0,142.0,1.0,0.99,,
2634.0,97.0,2.0,158.0,1.0,2.99,,
2635.0,97.0,1.0,112.0,1.0,4.99,,
2636.0,97.0,1.0,326.0,2.0,2.99,,
2637.0,97.0,2.0,278.0,1.0,4.99,,
2638.0,97.0,1.0,650.0,2.0,0.99,,
2639.0,98.0,2.0,319.0,1.0,3.99,,
2640.0,98.0,1.0,987.0,2.0,3.99,,
2641.0,98.0,2.0,806.0,1.0,5.99,,
2642.0,98.0,1.0,211.0,1.0,4.99,,
2643.0,98.0,1.0,634.0,2.0,0.99,,
2644.0,98.0,2.0,637.0,2.0,4.99,,
2645.0,98.0,2.0,135.0,1.0,4.99,,
2646.0,98.0,2.0,570.0,2.0,7.99,,
2647.0,98.0,1.0,614.0,2.0,4.99,,
2648.0,98.0,2.0,735.0,2.0,2.99,,
2649.0,98.0,2.0,91.0,2.0,3.99,,
2650.0,98.0,1.0,834.0,2.0,0.99,,
2651.0,98.0,1.0,321.0,1.0,5.99,,
2652.0,98.0,2.0,888.0,1.0,4.99,,
2653.0,98.0,2.0,679.0,2.0,5.99,,
2654.0,98.0,1.0,772.0,2.0,2.99,,
2655.0,98.0,2.0,752.0,2.0,3.99,,
2656.0,98.0,1.0,322.0,2.0,2.99,,
2657.0,98.0,2.0,907.0,1.0,0.99,,
2658.0,98.0,2.0,599.0,1.0,2.99,,
2659.0,98.0,1.0,579.0,2.0,5.99,,
2660.0,98.0,1.0,835.0,2.0,2.99,,
2661.0,98.0,2.0,545.0,2.0,5.99,,
2662.0,98.0,2.0,335.0,1.0,1.99,,
2663.0,98.0,1.0,872.0,2.0,7.99,,
2664.0,99.0,2.0,744.0,1.0,0.99,,
2665.0,99.0,1.0,703.0,2.0,4.99,,
2666.0,99.0,1.0,235.0,2.0,2.99,,
2667.0,99.0,2.0,269.0,1.0,6.99,,
2668.0,99.0,2.0,585.0,2.0,2.99,,
2669.0,99.0,2.0,263.0,2.0,4.99,,
2670.0,99.0,1.0,266.0,1.0,0.99,,
2671.0,99.0,2.0,422.0,2.0,4.99,,
2672.0,99.0,2.0,136.0,1.0,2.99,,
2673.0,99.0,2.0,809.0,2.0,2.99,,
2674.0,99.0,1.0,353.0,2.0,2.99,,
2675.0,99.0,1.0,698.0,2.0,2.99,,
2676.0,99.0,1.0,309.0,1.0,3.99,,
2677.0,99.0,2.0,320.0,2.0,4.99,,
2678.0,99.0,1.0,415.0,1.0,4.99,,
2679.0,99.0,1.0,511.0,1.0,0.99,,
2680.0,99.0,2.0,113.0,2.0,7.99,,
2681.0,99.0,2.0,821.0,2.0,0.99,,
2682.0,99.0,2.0,698.0,1.0,7.99,,
2683.0,99.0,1.0,913.0,1.0,1.99,,
2684.0,99.0,2.0,865.0,1.0,4.99,,
2685.0,99.0,2.0,631.0,2.0,0.99,,
2686.0,99.0,2.0,859.0,1.0,8.99,,
2687.0,99.0,1.0,178.0,1.0,0.99,,
2688.0,100.0,1.0,525.0,2.0,0.99,,
2689.0,100.0,2.0,865.0,2.0,4.99,,
2690.0,100.0,1.0,56.0,2.0,3.99,,
2691.0,100.0,1.0,3.0,2.0,2.99,,
2692.0,100.0,2.0,637.0,2.0,6.99,,
2693.0,100.0,2.0,474.0,2.0,5.99,,
2694.0,100.0,1.0,872.0,2.0,8.99,,
2695.0,100.0,1.0,437.0,2.0,2.99,,
2696.0,100.0,1.0,654.0,1.0,8.99,,
2697.0,100.0,2.0,579.0,1.0,6.99,,
2698.0,100.0,2.0,725.0,2.0,4.99,,
2699.0,100.0,2.0,536.0,2.0,6.99,,
2700.0,100.0,1.0,858.0,2.0,4.99,,
2701.0,100.0,2.0,698.0,1.0,4.99,,
2702.0,100.0,1.0,23.0,1.0,1.99,,
2703.0,100.0,2.0,848.0,1.0,0.99,,
2704.0,100.0,2.0,857.0,1.0,5.99,,
2705.0,100.0,1.0,583.0,2.0,4.99,,
2706.0,100.0,1.0,743.0,1.0,0.99,,
2707.0,100.0,2.0,127.0,2.0,4.99,,
2708.0,100.0,1.0,790.0,2.0,0.99,,
2709.0,100.0,1.0,786.0,2.0,0.99,,
2710.0,100.0,2.0,829.0,1.0,3.99,,
2711.0,100.0,2.0,91.0,2.0,0.99,,
2712.0,101.0,1.0,583.0,1.0,9.99,,
2713.0,101.0,1.0,816.0,1.0,2.99,,
2714.0,101.0,2.0,702.0,1.0,2.99,,
2715.0,101.0,1.0,902.0,2.0,5.99,,
2716.0,101.0,2.0,49.0,1.0,2.99,,
2717.0,101.0,1.0,397.0,1.0,2.99,,
2718.0,101.0,2.0,299.0,1.0,5.99,,
2719.0,101.0,2.0,883.0,2.0,5.99,,
2720.0,101.0,2.0,350.0,2.0,8.99,,
2721.0,101.0,1.0,122.0,1.0,0.99,,
2722.0,101.0,2.0,194.0,1.0,1.99,,
2723.0,101.0,2.0,378.0,2.0,4.99,,
2724.0,101.0,2.0,861.0,1.0,6.99,,
2725.0,101.0,2.0,849.0,2.0,0.99,,
2726.0,101.0,1.0,308.0,1.0,6.99,,
2727.0,101.0,1.0,118.0,2.0,0.99,,
2728.0,101.0,2.0,591.0,2.0,4.99,,
2729.0,101.0,2.0,319.0,2.0,2.99,,
2730.0,101.0,1.0,55.0,1.0,4.99,,
2731.0,101.0,2.0,54.0,1.0,1.99,,
2732.0,101.0,1.0,619.0,2.0,0.99,,
2733.0,101.0,2.0,275.0,2.0,3.99,,
2734.0,101.0,2.0,187.0,2.0,2.99,,
2735.0,101.0,2.0,160.0,1.0,0.99,,
2736.0,102.0,1.0,892.0,1.0,4.99,,
2737.0,102.0,1.0,418.0,1.0,0.99,,
2738.0,102.0,2.0,744.0,2.0,1.99,,
2739.0,102.0,2.0,55.0,1.0,2.99,,
2740.0,102.0,2.0,277.0,1.0,8.99,,
2741.0,102.0,2.0,629.0,2.0,1.99,,
2742.0,102.0,2.0,534.0,2.0,1.99,,
2743.0,102.0,2.0,205.0,1.0,4.99,,
2744.0,102.0,1.0,753.0,1.0,6.99,,
2745.0,102.0,2.0,99.0,2.0,3.99,,
2746.0,102.0,1.0,42.0,2.0,6.99,,
2747.0,102.0,1.0,337.0,1.0,5.99,,
2748.0,102.0,1.0,518.0,1.0,4.99,,
2749.0,102.0,2.0,253.0,1.0,5.99,,
2750.0,102.0,1.0,748.0,2.0,2.99,,
2751.0,102.0,2.0,323.0,2.0,5.99,,
2752.0,102.0,2.0,377.0,2.0,0.99,,
2753.0,102.0,2.0,317.0,1.0,0.99,,
2754.0,102.0,2.0,891.0,2.0,6.99,,
2755.0,102.0,1.0,925.0,1.0,0.99,,
2756.0,102.0,1.0,44.0,2.0,5.99,,
2757.0,102.0,2.0,863.0,1.0,3.99,,
2758.0,102.0,1.0,517.0,2.0,2.99,,
2759.0,102.0,2.0,110.0,1.0,0.99,,
2760.0,102.0,2.0,116.0,2.0,2.99,,
2761.0,102.0,1.0,711.0,2.0,4.99,,
2762.0,102.0,2.0,945.0,2.0,1.99,,
2763.0,102.0,2.0,316.0,2.0,4.99,,
2764.0,102.0,1.0,182.0,1.0,4.99,,
2765.0,102.0,2.0,271.0,2.0,4.99,,
2766.0,102.0,1.0,390.0,1.0,9.99,,
2767.0,102.0,1.0,345.0,2.0,1.99,,
2768.0,102.0,2.0,402.0,1.0,3.99,,
2769.0,103.0,1.0,749.0,1.0,7.99,,
2770.0,103.0,1.0,708.0,2.0,9.99,,
2771.0,103.0,2.0,226.0,1.0,4.99,,
2772.0,103.0,1.0,280.0,1.0,0.99,,
2773.0,103.0,1.0,736.0,1.0,0.99,,
2774.0,103.0,1.0,848.0,1.0,0.99,,
2775.0,103.0,2.0,528.0,1.0,6.99,,
2776.0,103.0,1.0,370.0,1.0,4.99,,
2777.0,103.0,2.0,668.0,2.0,6.99,,
2778.0,103.0,1.0,154.0,2.0,2.99,,
2779.0,103.0,1.0,748.0,1.0,1.99,,
2780.0,103.0,2.0,398.0,2.0,4.99,,
2781.0,103.0,2.0,326.0,1.0,4.99,,
2782.0,103.0,1.0,308.0,2.0,5.99,,
2783.0,103.0,2.0,47.0,2.0,6.99,,
2784.0,103.0,2.0,349.0,2.0,2.99,,
2785.0,103.0,1.0,812.0,1.0,0.99,,
2786.0,103.0,2.0,336.0,1.0,6.99,,
2787.0,103.0,1.0,290.0,1.0,0.99,,
2788.0,103.0,1.0,532.0,2.0,4.99,,
2789.0,103.0,2.0,390.0,1.0,4.99,,
2790.0,103.0,2.0,858.0,2.0,7.99,,
2791.0,103.0,1.0,696.0,2.0,0.99,,
2792.0,103.0,2.0,645.0,2.0,2.99,,
2793.0,103.0,2.0,263.0,2.0,4.99,,
2794.0,103.0,2.0,375.0,1.0,8.99,,
2795.0,103.0,1.0,991.0,2.0,5.99,,
2796.0,103.0,1.0,799.0,1.0,3.99,,
2797.0,103.0,1.0,995.0,1.0,5.99,,
2798.0,103.0,2.0,646.0,2.0,0.99,,
2799.0,103.0,2.0,439.0,1.0,8.99,,
2800.0,104.0,1.0,501.0,1.0,10.99,,
2801.0,104.0,2.0,418.0,2.0,3.99,,
2802.0,104.0,2.0,914.0,2.0,3.99,,
2803.0,104.0,1.0,281.0,2.0,0.99,,
2804.0,104.0,2.0,280.0,2.0,0.99,,
2805.0,104.0,2.0,773.0,2.0,2.99,,
2806.0,104.0,2.0,307.0,1.0,4.99,,
2807.0,104.0,2.0,953.0,1.0,6.99,,
2808.0,104.0,2.0,767.0,2.0,4.99,,
2809.0,104.0,1.0,300.0,2.0,7.99,,
2810.0,104.0,1.0,709.0,2.0,2.99,,
2811.0,104.0,1.0,377.0,1.0,1.99,,
2812.0,104.0,2.0,410.0,1.0,2.99,,
2813.0,104.0,1.0,606.0,2.0,1.99,,
2814.0,104.0,1.0,751.0,2.0,3.99,,
2815.0,104.0,2.0,720.0,2.0,5.99,,
2816.0,104.0,1.0,514.0,2.0,2.99,,
2817.0,104.0,1.0,545.0,1.0,3.99,,
2818.0,104.0,1.0,748.0,2.0,0.99,,
2819.0,104.0,1.0,467.0,1.0,1.99,,
2820.0,104.0,1.0,354.0,2.0,4.99,,
2821.0,104.0,1.0,311.0,2.0,3.99,,
2822.0,104.0,1.0,891.0,1.0,3.99,,
2823.0,104.0,2.0,292.0,2.0,0.99,,
2824.0,105.0,1.0,588.0,2.0,8.99,,
2825.0,105.0,2.0,174.0,2.0,7.99,,
2826.0,105.0,1.0,522.0,2.0,2.99,,
2827.0,105.0,1.0,117.0,1.0,6.99,,
2828.0,105.0,2.0,927.0,1.0,3.99,,
2829.0,105.0,2.0,864.0,1.0,3.99,,
2830.0,105.0,2.0,733.0,1.0,3.99,,
2831.0,105.0,2.0,637.0,2.0,4.99,,
2832.0,105.0,1.0,540.0,1.0,4.99,,
2833.0,105.0,2.0,374.0,1.0,2.99,,
2834.0,105.0,2.0,580.0,1.0,4.99,,
2835.0,105.0,2.0,86.0,2.0,4.99,,
2836.0,105.0,1.0,541.0,2.0,2.99,,
2837.0,105.0,2.0,672.0,2.0,2.99,,
2838.0,105.0,2.0,993.0,2.0,3.99,,
2839.0,105.0,2.0,517.0,2.0,5.99,,
2840.0,105.0,2.0,20.0,1.0,9.99,,
2841.0,105.0,1.0,883.0,2.0,4.99,,
2842.0,105.0,1.0,560.0,1.0,0.99,,
2843.0,105.0,2.0,181.0,2.0,2.99,,
2844.0,105.0,1.0,193.0,1.0,6.99,,
2845.0,105.0,1.0,42.0,2.0,2.99,,
2846.0,105.0,2.0,762.0,2.0,0.99,,
2847.0,105.0,2.0,88.0,2.0,4.99,,
2848.0,105.0,2.0,625.0,1.0,4.99,,
2849.0,105.0,2.0,111.0,2.0,2.99,,
2850.0,106.0,2.0,5.0,2.0,3.99,,
2851.0,106.0,2.0,101.0,1.0,0.99,,
2852.0,106.0,1.0,715.0,2.0,4.99,,
2853.0,106.0,1.0,938.0,1.0,4.99,,
2854.0,106.0,1.0,212.0,2.0,4.99,,
2855.0,106.0,2.0,432.0,2.0,2.99,,
2856.0,106.0,1.0,125.0,2.0,3.99,,
2857.0,106.0,2.0,387.0,1.0,3.99,,
2858.0,106.0,2.0,748.0,1.0,0.99,,
2859.0,106.0,1.0,593.0,2.0,3.99,,
2860.0,106.0,1.0,804.0,2.0,4.99,,
2861.0,106.0,1.0,451.0,1.0,4.99,,
2862.0,106.0,2.0,990.0,2.0,2.99,,
2863.0,106.0,2.0,536.0,1.0,7.99,,
2864.0,106.0,2.0,320.0,2.0,8.99,,
2865.0,106.0,1.0,378.0,2.0,2.99,,
2866.0,106.0,1.0,711.0,2.0,8.99,,
2867.0,106.0,2.0,840.0,1.0,0.99,,
2868.0,106.0,1.0,485.0,2.0,7.99,,
2869.0,106.0,1.0,370.0,1.0,2.99,,
2870.0,106.0,2.0,345.0,1.0,2.99,,
2871.0,106.0,1.0,737.0,2.0,0.99,,
2872.0,106.0,1.0,745.0,1.0,6.99,,
2873.0,107.0,1.0,806.0,2.0,5.99,,
2874.0,107.0,1.0,137.0,2.0,5.99,,
2875.0,107.0,2.0,576.0,2.0,2.99,,
2876.0,107.0,2.0,563.0,1.0,6.99,,
2877.0,107.0,2.0,668.0,1.0,4.99,,
2878.0,107.0,2.0,759.0,2.0,3.99,,
2879.0,107.0,1.0,967.0,1.0,3.99,,
2880.0,107.0,2.0,555.0,2.0,0.99,,
2881.0,107.0,2.0,733.0,1.0,0.99,,
2882.0,107.0,2.0,683.0,1.0,6.99,,
2883.0,107.0,2.0,220.0,1.0,4.99,,
2884.0,107.0,2.0,503.0,1.0,2.99,,
2885.0,107.0,2.0,73.0,2.0,3.99,,
2886.0,107.0,2.0,729.0,2.0,2.99,,
2887.0,107.0,2.0,434.0,1.0,0.99,,
2888.0,107.0,1.0,345.0,1.0,5.99,,
2889.0,107.0,2.0,100.0,2.0,6.99,,
2890.0,107.0,2.0,390.0,1.0,4.99,,
2891.0,107.0,1.0,765.0,1.0,7.99,,
2892.0,107.0,1.0,960.0,2.0,4.99,,
2893.0,107.0,2.0,458.0,2.0,1.99,,
2894.0,107.0,1.0,829.0,2.0,2.99,,
2895.0,107.0,2.0,447.0,2.0,2.99,,
2896.0,107.0,1.0,674.0,1.0,4.99,,
2897.0,107.0,2.0,934.0,2.0,4.99,,
2898.0,107.0,1.0,151.0,1.0,6.99,,
2899.0,107.0,1.0,767.0,1.0,4.99,,
2900.0,107.0,1.0,790.0,1.0,3.99,,
2901.0,107.0,1.0,160.0,2.0,1.98,,
2902.0,107.0,1.0,79.0,2.0,0.0,,
2903.0,108.0,1.0,173.0,2.0,4.99,,
2904.0,108.0,2.0,358.0,1.0,0.99,,
2905.0,108.0,2.0,818.0,1.0,4.99,,
2906.0,108.0,1.0,288.0,2.0,2.99,,
2907.0,108.0,1.0,1000.0,1.0,8.99,,
2908.0,108.0,1.0,49.0,2.0,2.99,,
2909.0,108.0,2.0,61.0,2.0,4.99,,
2910.0,108.0,1.0,155.0,2.0,0.99,,
2911.0,108.0,2.0,638.0,1.0,2.99,,
2912.0,108.0,1.0,178.0,1.0,1.99,,
2913.0,108.0,1.0,625.0,1.0,4.99,,
2914.0,108.0,1.0,697.0,2.0,0.99,,
2915.0,108.0,2.0,1000.0,2.0,6.99,,
2916.0,108.0,1.0,409.0,2.0,5.99,,
2917.0,108.0,2.0,6.0,2.0,4.99,,
2918.0,108.0,1.0,489.0,2.0,0.99,,
2919.0,108.0,2.0,760.0,2.0,5.99,,
2920.0,108.0,2.0,422.0,2.0,4.99,,
2921.0,108.0,1.0,640.0,2.0,4.99,,
2922.0,108.0,2.0,17.0,2.0,4.99,,
2923.0,108.0,1.0,115.0,1.0,5.99,,
2924.0,108.0,2.0,734.0,2.0,6.99,,
2925.0,108.0,2.0,582.0,2.0,2.99,,
2926.0,108.0,1.0,679.0,2.0,2.99,,
2927.0,108.0,2.0,580.0,1.0,6.99,,
2928.0,108.0,2.0,378.0,2.0,2.99,,
2929.0,108.0,2.0,468.0,2.0,3.99,,
2930.0,108.0,2.0,805.0,2.0,8.99,,
2931.0,108.0,1.0,55.0,1.0,2.99,,
2932.0,108.0,1.0,13.0,2.0,4.99,,
2933.0,109.0,1.0,740.0,2.0,5.99,,
2934.0,109.0,1.0,285.0,1.0,0.99,,
2935.0,109.0,2.0,514.0,2.0,3.99,,
2936.0,109.0,1.0,309.0,2.0,0.99,,
2937.0,109.0,1.0,215.0,1.0,7.99,,
2938.0,109.0,1.0,911.0,2.0,4.99,,
2939.0,109.0,1.0,463.0,1.0,2.99,,
2940.0,109.0,2.0,872.0,2.0,2.99,,
2941.0,109.0,2.0,782.0,2.0,3.99,,
2942.0,109.0,2.0,432.0,2.0,6.99,,
2943.0,109.0,2.0,434.0,2.0,5.99,,
2944.0,109.0,2.0,296.0,1.0,5.99,,
2945.0,109.0,1.0,93.0,2.0,4.99,,
2946.0,109.0,1.0,471.0,1.0,2.99,,
2947.0,109.0,2.0,110.0,1.0,2.99,,
2948.0,109.0,2.0,500.0,2.0,6.99,,
2949.0,109.0,2.0,797.0,2.0,0.99,,
2950.0,109.0,1.0,863.0,1.0,3.99,,
2951.0,109.0,1.0,266.0,2.0,0.99,,
2952.0,109.0,1.0,43.0,2.0,2.99,,
2953.0,109.0,2.0,981.0,2.0,0.99,,
2954.0,109.0,2.0,714.0,2.0,3.99,,
2955.0,109.0,2.0,793.0,1.0,6.99,,
2956.0,109.0,1.0,410.0,1.0,3.99,,
2957.0,109.0,2.0,973.0,1.0,7.99,,
2958.0,109.0,2.0,445.0,2.0,2.99,,
2959.0,110.0,1.0,739.0,1.0,7.99,,
2960.0,110.0,2.0,489.0,1.0,1.99,,
2961.0,110.0,2.0,936.0,2.0,8.99,,
2962.0,110.0,1.0,101.0,2.0,4.99,,
2963.0,110.0,1.0,483.0,2.0,2.99,,
